age,home_owner,income,months_employed,years_employed,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month
41,1,3280,0,2,3,1,1,1200,38250,0.710318487,0.764331568,0.564384673,0.674599,0.674599,8
28,0,4660,0,1,2,3,1,400,39500,0.640136134,0.758776261,0.648157608,0.685898,0.685898,14
58,0,5015,0,2,2,2,1,700,73500,0.692197479,0.799167265,0.627628306,0.73387,0.43387,6
45,1,6000,0,6,9,3,1,1150,78750,0.696179832,0.854248967,0.737898006,0.661584,0.561584,9
19,0,1615,0,3,1,3,1,550,38300,0.76577479,0.800356886,0.630966286,0.591226,0.691226,3
51,1,6695,0,6,2,4,0,1100,54150,0.739194958,0.795856527,0.526990915,0.563715,0.463715,4
62,0,5185,0,9,2,3,0,1100,46900,0.700693277,0.923695906,0.912007742,0.758731,0.758731,7
36,0,3180,0,4,4,7,1,500,33800,0.671252941,0.960865954,0.771468617,0.747825,0.547825,9
33,1,2435,0,2,1,0,1,400,58900,0.736206723,0.869893607,0.714415777,0.549446,0.349446,4
52,0,3185,0,3,3,2,1,700,70050,0.731046218,0.921485006,0.589078535,0.707039,0.607039,2
46,0,2780,3,3,7,2,1,600,30800,0.47212437,0.850736218,0.667174081,0.807108,0.707108,3
39,0,3640,0,9,1,2,1,700,48900,0.671589076,0.75418612,0.46745149,0.49963,0.39963,6
46,0,3155,2,4,4,4,1,600,67150,0.664178992,0.941630005,0.65512364,0.455261,0.455261,13
47,0,9085,3,1,3,1,1,800,88200,0.764358824,0.90135123,0.614698234,0.782184,0.582184,9
66,1,5035,0,7,7,4,1,1000,48000,0.698222689,0.855214132,0.702717018,0.778638,0.678638,8
42,1,2600,5,7,8,7,1,800,75150,0.813951261,0.947286317,0.82057568,0.556701,0.756701,5
47,1,4535,0,9,2,2,1,1900,89300,0.63632437,0.789021817,0.63688583,0.198717,0.498717,3
23,1,1980,0,5,2,4,1,900,71200,0.642714286,0.793645628,0.543538772,0.49667,0.69667,6
66,1,2595,0,2,1,3,1,950,76700,0.745297479,0.894628748,0.756703983,0.761412,0.461412,4
26,0,5185,0,3,7,3,1,2400,75450,0.734071429,0.904706859,0.906877984,0.878751,0.578751,5
35,0,1720,0,1,2,4,1,400,59100,0.467688235,0.886671754,0.5976635,0.636561,0.436561,5
28,0,2570,0,3,2,3,1,1100,65250,0.744731933,0.886727869,0.763616963,0.604021,0.604021,2
36,0,5125,0,1,7,4,1,3900,69300,0.784757143,0.737531424,0.702405553,0.578028,0.778028,7
35,0,3560,0,7,0,0,1,450,40850,0.553169748,0.856437421,0.822196324,0.556424,0.556424,7
38,1,4560,7,10,7,3,1,1400,77400,0.702507563,0.886671754,0.757923316,0.31649,0.61649,4
46,0,5005,0,6,2,6,1,2200,82650,0.658728571,0.929385886,0.763899335,0.701055,0.501055,13
38,0,2645,0,2,3,2,1,600,47650,0.65154958,0.873159454,0.652164724,0.565024,0.765024,14
41,1,4585,0,6,1,8,1,700,45450,0.843013445,0.941719788,0.79781136,0.72548,0.82548,12
39,0,3270,0,4,2,7,0,1200,72500,0.750105042,0.975455647,0.829806678,0.728984,0.628984,3
51,1,5016,0,2,1,3,0,800,72800,0.626136134,0.918118154,0.89474112,0.495558,0.495558,4
30,0,3740,0,2,2,6,1,600,58200,0.783351261,0.890162058,0.680165761,0.798108,0.598108,6
51,0,3135,0,6,1,4,0,600,53850,0.568744538,0.930407165,0.697125196,0.631276,0.431276,17
31,0,2267,0,4,2,4,1,400,60250,0.916533613,0.89451652,0.577413147,0.520214,0.520214,4
51,0,3135,5,0,5,3,1,600,65250,0.838776471,0.895751033,0.791061813,0.70184,0.70184,5
51,1,2095,0,3,2,5,1,500,50600,0.749370588,0.891138445,0.778386732,0.666073,0.666073,8
30,0,2715,0,3,2,4,1,500,51050,0.604631933,0.841724277,0.710589208,0.518602,0.718602,11
33,0,5290,0,3,2,2,1,2900,73250,0.625579832,0.886716646,0.801567764,0.738223,0.438223,5
31,0,2585,0,4,3,3,1,700,46050,0.78324958,0.865449363,0.649588293,0.653063,0.453063,7
48,0,3240,1,2,9,9,1,800,56300,0.63792521,0.87772715,0.54036936,0.780371,0.580371,2
35,1,2610,3,1,10,4,0,800,74300,0.714971429,0.819480607,0.796131674,0.590835,0.590835,4
35,0,7665,0,1,5,2,1,1700,79200,0.787384874,0.916928533,0.729274535,0.870195,0.770195,4
40,1,7047,0,3,4,2,1,700,60250,0.757068908,0.881060334,0.85878746,0.525453,0.725453,2
58,1,5015,0,6,5,2,1,600,64550,0.609160504,0.889017328,0.706862753,0.804639,0.504639,2
40,1,6285,0,6,1,4,0,650,70850,0.643234454,0.855191686,0.784075244,0.582922,0.682922,7
44,1,6020,0,2,1,1,1,3000,65700,0.787705042,0.879893159,0.835543964,0.736145,0.636145,5
63,0,3700,0,3,5,3,1,2700,80350,0.662654622,0.921417669,0.836876247,0.682416,0.882416,7
30,0,2470,0,5,2,3,0,1000,70000,0.763265546,0.901362453,0.728052634,0.708154,0.908154,7
21,0,2325,2,3,4,3,1,1200,74300,0.739152941,0.828357874,0.733644456,0.74318,0.74318,7
35,0,1785,0,2,2,3,1,800,50450,0.566110924,0.857627043,0.715664203,0.578163,0.678163,6
24,0,1735,0,2,4,1,1,600,30950,0.461464706,0.863081343,0.835738202,0.590555,0.490555,3
34,1,5295,0,1,6,4,1,2400,72700,0.670867227,0.883316125,0.644354142,0.412488,0.512488,9
50,0,6035,0,4,1,0,1,2900,85800,0.840521008,0.959754893,0.754338047,0.76717,0.66717,2
45,1,3365,0,5,1,4,1,600,53700,0.647295798,0.901227779,0.424473611,0.49093,0.69093,7
29,1,2080,0,2,2,3,1,800,84050,0.695408403,0.855292692,0.755839753,0.734376,0.634376,5
29,0,2755,0,1,2,5,1,1000,62750,0.630079832,0.799212157,0.820791309,0.711246,0.511246,6
50,1,4530,0,3,2,3,1,1300,47650,0.854103361,0.881150117,0.927067584,0.925402,0.825402,6
31,1,5220,0,7,1,7,1,1100,62200,0.707880672,0.918241605,0.716872413,0.639378,0.539378,5
33,0,1890,0,2,5,1,1,800,55900,0.568406723,0.841757946,0.813719173,0.563389,0.663389,8
52,0,1555,0,2,1,2,0,2700,54350,0.697870588,0.77232223,0.643393222,0.404849,0.404849,6
34,0,2935,0,7,3,7,1,700,54300,0.779958824,0.878905549,0.849540204,0.487118,0.687118,5
32,0,4235,0,3,4,3,1,1000,74100,0.698087395,0.881138894,0.718269727,0.458368,0.658368,6
33,0,2506,0,2,1,4,1,700,45700,0.676037815,0.823868738,0.510099078,0.738834,0.538834,4
24,0,2991,0,3,5,2,1,800,46900,0.661787395,0.824912462,0.655583137,0.552125,0.652125,7
55,1,6185,1,6,7,2,1,900,73100,0.589268908,0.859804274,0.765911022,0.816458,0.716458,28
47,1,4904,0,4,2,4,1,600,66250,0.634313445,0.863103789,0.624633451,0.600305,0.500305,8
55,0,3240,0,3,4,2,1,600,33400,0.688567227,0.923718352,0.881631357,0.686872,0.786872,15
64,1,3675,4,1,3,2,0,700,79300,0.722046218,0.876649758,0.766662303,0.531144,0.831144,5
26,0,3800,0,5,2,7,1,600,67350,0.662558824,0.788988149,0.563308236,0.683766,0.583766,9
29,0,3540,0,1,3,3,1,500,69150,0.749141176,0.853137906,0.667542876,0.446021,0.446021,6
53,0,3585,0,2,7,4,1,900,69000,0.651086555,0.845214581,0.7050975,0.661402,0.461402,7
43,1,4765,3,6,3,2,1,800,42850,0.688497479,0.898040492,0.717020445,0.727079,0.827079,4
40,1,5010,0,3,2,4,1,2200,83050,0.527769748,0.893383013,0.456703384,0.588902,0.688902,6
40,1,2090,6,1,4,2,1,700,60050,0.815084034,0.923819357,0.9387826,0.612935,0.712935,5
46,1,3180,0,2,6,4,1,5100,85450,0.817441176,0.898983211,0.765548217,0.535446,0.835446,6
50,1,3855,0,3,3,3,1,600,91300,0.809098319,0.980876279,0.888732586,0.941116,0.641116,3
55,0,5948,2,6,4,8,1,600,48450,0.56854958,0.763198061,0.42150785,0.547944,0.547944,5
54,0,5791,0,2,4,3,1,1800,68400,0.687189916,0.905829143,0.780395851,0.757126,0.657126,9
54,0,2160,0,5,6,3,1,600,66800,0.763435294,0.919318998,0.920371944,0.84615,0.54615,6
63,1,1795,0,3,2,4,1,800,53700,0.725556303,0.881037888,0.666595646,0.489322,0.789322,6
45,0,1510,0,2,2,3,0,700,58100,0.775785714,0.872126953,0.537225618,0.549917,0.649917,5
20,0,6785,0,1,3,1,1,500,60700,0.748589916,0.793544622,0.688089291,0.598213,0.598213,6
31,1,6040,6,1,3,1,0,600,56100,0.544184034,0.905739361,0.59265268,0.582716,0.482716,7
32,0,1795,0,2,5,2,1,1600,43300,0.614662185,0.854159185,0.573879218,0.578832,0.578832,9
59,0,2441,0,2,2,3,1,500,72700,0.669421008,0.860926558,0.71756123,0.708414,0.508414,5
60,0,3835,1,6,2,4,1,400,59700,0.549393277,0.891115999,0.579019245,0.617946,0.717946,3
33,0,2070,4,4,4,2,1,400,52300,0.551792437,0.868715209,0.488530134,0.612085,0.612085,2
64,0,5081,0,2,2,4,0,650,65850,0.741522689,0.854147962,0.899407104,0.845145,0.745145,5
55,1,6235,0,2,7,3,1,2900,87550,0.801585714,0.920272939,0.765808341,0.475322,0.675322,7
50,0,5000,0,6,6,4,1,700,54650,0.521594118,0.884359849,0.656755408,0.629588,0.329588,5
51,1,2055,0,7,2,7,1,600,76000,0.790515966,0.945064195,0.706584659,0.50099,0.60099,4
29,0,2215,0,3,2,3,1,400,40900,0.704434454,0.859860388,0.828681468,0.540245,0.640245,9
31,0,2065,0,3,2,3,1,800,56950,0.725370588,0.80361151,0.756830622,0.555351,0.455351,7
47,0,4720,8,3,6,2,1,500,38250,0.741140336,0.984400251,0.991739335,0.681481,0.681481,3
47,0,2910,0,2,1,3,1,800,70750,0.776255462,0.841847728,0.723285681,0.68741,0.58741,5
25,0,1625,0,10,2,4,0,800,53550,0.702032773,0.876672203,0.619798044,0.344919,0.544919,7
25,0,4760,0,2,1,2,1,2500,75750,0.712138655,0.901362453,0.81806428,0.765188,0.565188,7
36,1,4605,1,3,6,1,1,600,66900,0.697718487,0.766531244,0.519800697,0.548893,0.648893,4
32,0,2150,0,2,4,7,1,1200,66150,0.792508403,0.905896481,0.874497613,0.593505,0.893505,8
57,1,4180,0,3,2,4,1,650,62900,0.648671429,0.85761582,0.889402578,0.463549,0.763549,7
56,1,3140,4,5,6,1,1,500,38400,0.787378992,0.919251661,0.949345025,0.627896,0.827896,4
32,1,5677,0,4,7,5,1,400,63450,0.675722689,0.955175974,0.686144347,0.841047,0.641047,8
65,0,5195,1,3,3,5,1,900,78500,0.739602521,0.95511986,0.843363958,0.564344,0.564344,4
51,1,3230,0,5,2,3,0,900,46550,0.709810084,0.877839379,0.757514305,0.416941,0.716941,12
52,1,1725,1,2,4,4,1,600,60350,0.804515126,0.970876728,0.648237186,0.592706,0.792706,4
50,0,2160,0,4,4,3,1,2400,60900,0.652840336,0.895650027,0.509097941,0.478721,0.478721,6
45,0,3240,0,5,1,3,0,1900,86050,0.790242857,0.952920183,0.868429182,0.426752,0.726752,4
57,0,6295,0,5,6,4,1,3600,88300,0.72302605,0.975478093,0.824368877,0.817091,0.617091,5
36,1,1911,0,1,2,3,0,1200,50900,0.581942857,0.799167265,0.585720019,0.423682,0.723682,6
54,1,2225,10,2,1,3,0,350,90900,0.769212605,0.970955288,0.95040606,0.596055,0.796055,3
36,0,5235,0,6,2,8,1,2800,79950,0.756810084,0.929340995,0.8042657,0.565256,0.765256,9
45,1,3045,5,1,5,2,1,600,52650,0.674663866,0.823835069,0.516360892,0.809913,0.609913,6
34,0,2810,9,6,9,6,0,2500,74550,0.743570588,0.960798617,0.94134534,0.94015,0.64015,6
46,0,4610,0,4,4,2,1,400,65300,0.809310924,0.957487879,0.895525772,0.774293,0.574293,6
42,0,5220,0,3,4,3,1,400,31750,0.74352521,0.960675166,0.932232425,0.80965,0.70965,11
21,0,1685,0,4,2,5,1,450,36900,0.717263866,0.730786497,0.440679199,0.619248,0.719248,5
29,1,3230,5,1,6,3,1,700,46150,0.634814286,0.850724996,0.586258237,0.686669,0.686669,5
61,0,1700,5,0,6,3,1,900,41450,0.601480672,0.849782277,0.64592858,0.518086,0.718086,9
27,0,2555,0,3,3,2,1,2800,68750,0.735703361,0.919341444,0.907323789,0.494951,0.694951,5
23,0,1920,6,0,2,5,1,700,81450,0.836076471,0.939486443,0.872883814,0.597326,0.597326,5
32,0,1535,1,3,3,4,1,500,39300,0.657147059,0.962987071,0.920425851,0.586564,0.686564,9
54,0,1960,7,0,2,8,1,400,64600,0.732058824,0.905806698,0.653259129,0.650358,0.550358,8
39,0,1570,3,1,4,2,1,1200,36700,0.768327731,0.865348357,0.820214586,0.57436,0.67436,7
34,0,2880,0,4,3,7,1,600,45150,0.625098319,0.833946849,0.725974205,0.477979,0.477979,6
54,0,2615,0,10,6,2,1,1000,46100,0.675739496,0.95519842,0.73034327,0.839157,0.539157,7
57,1,1745,0,3,1,7,1,900,38100,0.647258824,0.875404022,0.546020223,0.515561,0.615561,7
76,1,7100,0,6,6,3,1,700,93050,0.749652941,0.976432034,0.992712235,0.780815,0.780815,5
39,0,3880,0,6,1,3,0,600,51800,0.669168067,0.957431765,0.919002012,0.787514,0.587514,6
48,0,3615,0,6,6,3,1,650,80150,0.782121008,0.949452325,0.764600131,0.863402,0.663402,7
33,1,2545,0,6,2,3,1,500,42350,0.748785714,0.857425031,0.5791784,0.718292,0.718292,4
42,0,2680,6,2,9,2,1,600,72850,0.832290756,0.902529628,0.768848547,0.595894,0.495894,4
53,0,6140,0,6,2,7,1,550,52850,0.711044538,0.914841085,0.859744102,0.825054,0.525054,10
43,1,4540,0,5,2,7,1,800,38200,0.852294958,0.914717633,0.758298957,0.825189,0.925189,6
35,0,2680,0,2,2,2,1,700,67100,0.671563866,0.793510953,0.702430367,0.536391,0.436391,7
65,0,2645,0,2,2,4,1,800,50100,0.639578992,0.827145807,0.750133271,0.731886,0.531886,8
61,1,3790,0,2,4,1,1,1100,74300,0.592730252,0.805934638,0.746421362,0.57628,0.47628,7
26,0,3255,6,0,3,2,1,1100,36000,0.662378151,0.900195277,0.676358017,0.69479,0.49479,13
25,0,3620,0,6,2,6,1,550,38550,0.622836134,0.874337852,0.56551245,0.452682,0.352682,6
37,1,3725,0,6,2,7,0,700,46500,0.717336134,0.955097414,0.753240219,0.687589,0.687589,14
28,1,3055,0,2,2,3,1,400,57850,0.741515966,0.857481146,0.822382005,0.772829,0.772829,6
28,0,3005,0,3,6,3,0,600,33600,0.61144958,0.893540133,0.740637014,0.540392,0.540392,9
47,0,3040,0,1,2,3,0,1200,69650,0.693255462,0.957409319,0.848464623,0.581722,0.581722,2
40,1,5565,0,1,2,0,1,1300,81250,0.736042857,0.960686389,0.750235096,0.727902,0.727902,6
38,0,4585,0,4,7,4,1,600,67650,0.423623529,0.836213862,0.696453493,0.288957,0.588957,5
34,1,5025,0,5,2,2,1,1200,62000,0.621109244,0.758697702,0.45960497,0.747924,0.447924,3
52,1,2100,0,3,1,4,0,700,88200,0.653171429,0.867682708,0.802517561,0.675458,0.575458,6
37,1,1590,0,3,6,1,1,500,64950,0.727084034,0.905862812,0.723432001,0.691729,0.791729,3
40,1,1695,3,3,4,7,1,1200,34050,0.626603361,0.924773299,0.842645193,0.56512,0.46512,9
57,0,3285,0,5,6,3,0,400,65350,0.622923529,0.960720057,0.894075407,0.865611,0.665611,8
24,0,4140,5,4,5,2,1,600,63750,0.62897563,0.850848447,0.673243368,0.661854,0.661854,11
45,0,4795,0,9,2,2,0,2900,80450,0.558338655,0.838368648,0.812866068,0.706362,0.706362,5
49,1,1795,0,2,6,3,1,400,54000,0.673889916,0.851813611,0.642858426,0.839947,0.539947,8
49,1,3400,0,1,1,4,0,700,46050,0.820715126,0.909240887,0.791208989,0.763268,0.863268,3
34,0,3625,0,3,6,4,1,800,66850,0.652595798,0.794678129,0.797350152,0.684133,0.484133,6
38,1,3665,0,5,2,3,1,1350,70950,0.665385714,0.850893338,0.671402816,0.821749,0.721749,4
56,0,2645,1,10,6,3,1,900,68300,0.666704202,0.837336147,0.672919924,0.428148,0.728148,3
45,0,5190,0,6,2,8,1,1100,77350,0.72290084,0.873350242,0.854378178,0.629875,0.629875,6
36,0,3145,0,5,2,8,1,2400,58700,0.679320168,0.957398097,0.858961162,0.83061,0.83061,16
38,1,4115,0,4,6,3,1,1100,58400,0.765096639,0.93939666,0.745733401,0.564274,0.664274,7
27,0,2447,0,2,2,3,1,550,32950,0.763868067,0.852992009,0.628736402,0.598148,0.498148,8
36,0,2165,0,3,2,3,0,600,89700,0.676631933,0.867536811,0.767766976,0.733059,0.733059,3
46,0,6005,0,4,5,2,0,400,45900,0.568106723,0.941708565,0.780798018,0.832426,0.632426,12
51,0,1790,0,2,2,2,1,700,56100,0.59364958,0.921417669,0.789326508,0.496433,0.396433,7
30,0,3185,0,3,6,3,1,800,89350,0.764968908,0.867705154,0.792570364,0.639045,0.539045,4
26,1,2260,0,3,3,3,1,600,35450,0.725002521,0.815911744,0.677261607,0.665898,0.365898,5
47,1,8500,7,4,4,2,1,600,78000,0.688467227,0.848547764,0.794169617,0.69803,0.89803,4
43,0,4075,0,6,1,7,1,1100,70050,0.683444538,0.841780391,0.6851569,0.755358,0.755358,8
26,0,3045,0,2,1,0,1,400,36950,0.673359664,0.787955647,0.612548784,0.592515,0.392515,3
39,0,4290,0,2,2,4,0,800,68800,0.786364706,0.983255522,0.769088135,0.860768,0.960768,4
35,1,2555,0,6,2,7,1,900,72350,0.722863866,0.900262614,0.809008694,0.708446,0.708446,5
68,0,3090,0,3,7,3,1,700,64950,0.727282353,0.897883372,0.866476536,0.764791,0.464791,5
27,0,2780,0,5,4,3,1,1000,61300,0.722053782,0.793454839,0.759790394,0.838097,0.638097,6
35,1,2020,0,2,2,3,0,1100,71050,0.550068908,0.85078111,0.679174892,0.408019,0.408019,4
62,0,3145,1,2,7,3,1,1200,64500,0.743310084,0.76442135,0.770357954,0.736973,0.436973,9
40,0,5085,5,6,6,4,1,1000,50000,0.645448739,0.873249237,0.735579132,0.355466,0.555466,11
31,0,2770,0,3,0,1,1,900,62200,0.736919328,0.87887188,0.538326013,0.833613,0.633613,9
26,0,3000,0,4,1,1,1,700,51900,0.714957143,0.855259023,0.5285799,0.384929,0.384929,7
44,0,3962,6,0,2,4,1,400,52400,0.602660504,0.859826719,0.762410465,0.79174,0.69174,15
20,0,2365,2,0,1,3,0,500,49150,0.673638655,0.764331568,0.504478164,0.583789,0.783789,6
47,0,2823,5,2,5,2,1,500,31250,0.695504202,0.9528304,0.895596793,0.52096,0.72096,28
67,1,4605,1,3,4,3,1,1350,81750,0.665062185,0.751941551,0.65465302,0.5238,0.5238,5
29,0,1745,6,2,5,2,1,900,61200,0.725073109,0.823891183,0.71741491,0.480529,0.680529,6
59,0,5200,0,2,4,3,1,900,68300,0.845491597,0.919240438,0.830136112,0.522598,0.622598,2
34,0,3020,0,4,7,3,1,700,54000,0.766178992,0.903517238,0.91320654,0.811696,0.711696,6
55,0,5115,0,6,7,3,1,1200,78600,0.806210924,0.90233884,0.648725775,0.526999,0.526999,7
68,1,5000,0,10,1,2,1,1700,90750,0.71415042,0.793477285,0.669949883,0.238639,0.338639,7
47,1,5100,0,7,2,7,1,1000,62100,0.693472269,0.878759652,0.673282729,0.577563,0.677563,6
56,0,4610,0,6,6,3,1,400,76300,0.736484034,0.782288113,0.680995764,0.668955,0.668955,4
29,1,3734,0,1,7,2,1,600,60900,0.880558824,0.913539235,0.795241775,0.674577,0.774577,5
35,0,2265,0,4,1,1,1,550,41050,0.719498319,0.859826719,0.735892308,0.772615,0.772615,7
46,0,2470,5,3,6,5,1,400,33150,0.451258824,0.870971,0.682438428,0.283161,0.283161,7
56,0,2530,0,2,4,8,1,2900,51600,0.798984034,0.929419555,0.874575479,0.755172,0.855172,3
45,1,3225,3,3,4,2,1,1000,54800,0.663890756,0.917018316,0.562916338,0.713846,0.813846,8
32,0,2063,0,5,2,6,1,700,45400,0.786131092,0.90135123,0.781107771,0.795076,0.895076,6
36,1,3225,0,1,6,3,1,1200,68750,0.714589076,0.957499102,0.909394517,0.677993,0.677993,4
56,0,2785,0,2,7,1,1,500,52100,0.770441176,0.932741516,0.625335103,0.681031,0.781031,7
32,1,7108,0,2,2,7,1,1050,78850,0.493172269,0.846269528,0.670435905,0.487599,0.787599,6
49,0,3995,0,5,2,8,1,1200,71000,0.699894958,0.832936793,0.732912,0.594791,0.494791,27
65,0,6220,0,6,2,7,0,700,85550,0.697992437,0.848659993,0.905226535,0.568621,0.668621,2
57,0,4015,0,2,6,2,1,400,42400,0.772847059,0.874416412,0.834665188,0.487323,0.787323,6
33,0,4140,0,5,6,3,1,400,50000,0.662570588,0.924930418,0.863550991,0.770974,0.470974,6
26,0,1955,1,3,4,1,0,800,55900,0.87147395,0.909139881,0.69451625,0.921789,0.921789,7
49,1,7270,0,1,4,8,1,3200,91800,0.671730252,0.864304633,0.717313085,0.571258,0.571258,5
45,0,5160,0,2,1,0,1,400,69750,0.77920084,0.818167535,0.76560897,0.761674,0.861674,5
52,0,2170,0,4,2,5,1,500,72400,0.767693277,0.868715209,0.797192709,0.632468,0.732468,5
53,1,4538,0,2,2,4,1,800,57900,0.671747899,0.853025678,0.556727257,0.617997,0.417997,6
48,0,4070,0,5,3,8,1,3900,54150,0.766805042,0.85418163,0.68163324,0.771112,0.471112,6
56,0,3720,0,5,2,7,1,1200,47550,0.680195798,0.843968845,0.653876069,0.720972,0.520972,4
70,0,6189,9,1,5,2,1,1100,86400,0.708542017,0.855180463,0.929040765,0.554259,0.654259,6
61,0,3535,0,8,2,2,1,1100,62250,0.532359664,0.896839648,0.724027549,0.634976,0.634976,16
53,0,2790,0,2,7,3,1,800,57000,0.845934454,0.914762525,0.873073774,0.537624,0.637624,3
32,1,5110,0,5,3,2,1,2100,76250,0.717520168,0.905750584,0.843520546,0.833944,0.533944,8
43,0,3396,0,3,1,4,1,500,71450,0.626552941,0.792523344,0.462834279,0.741816,0.441816,3
27,0,2670,5,1,3,3,1,1300,72750,0.642210924,0.9181406,0.718505893,0.488383,0.688383,7
46,1,3020,0,2,1,3,0,1700,70400,0.675664706,0.968542377,0.818435642,0.416156,0.716156,6
52,1,3625,0,3,6,4,1,700,45650,0.543195798,0.905874035,0.796965955,0.389983,0.589983,3
43,1,4200,0,2,2,3,0,1000,72400,0.753704202,0.911362004,0.981333498,0.842519,0.742519,6
48,1,6790,0,5,4,3,1,700,77250,0.529462185,0.943840905,0.945491931,0.841618,0.541618,5
61,0,1770,0,4,1,3,1,600,56650,0.365057143,0.817157479,0.772043629,0.412395,0.712395,7
44,1,3280,0,3,1,4,0,1100,62400,0.692810924,0.737441641,0.411339889,0.795945,0.695945,3
44,0,3675,0,6,2,5,0,400,49650,0.700731092,0.732963728,0.692316315,0.691859,0.491859,10
35,0,2225,0,1,1,5,1,450,38250,0.606130252,0.848457982,0.495333588,0.609822,0.709822,12
48,0,2670,0,6,1,7,0,400,47500,0.735684034,0.83968172,0.803472491,0.600027,0.500027,4
24,1,6205,10,1,2,3,0,3600,66050,0.698810924,0.860791884,0.814397722,0.803094,0.803094,8
42,0,4775,3,2,2,2,1,600,38100,0.644838655,0.862060065,0.555390696,0.435809,0.535809,4
27,0,1555,3,0,5,2,1,450,44400,0.738912605,0.764365236,0.57376627,0.593161,0.693161,2
28,0,5695,0,6,6,4,1,700,78150,0.677779832,0.967498653,0.767464068,0.67461,0.87461,3
46,1,4510,2,5,3,6,1,900,42350,0.525842857,0.850769887,0.802111972,0.652234,0.752234,9
39,1,2110,0,3,2,8,1,400,60100,0.73402521,0.841870174,0.673304976,0.667955,0.467955,4
24,0,2105,0,1,6,3,1,500,49300,0.606690756,0.854114293,0.715792554,0.67159,0.57159,8
63,1,5110,0,1,3,1,1,3100,68000,0.595587395,0.827302927,0.708645119,0.484794,0.784794,17
24,0,1665,0,3,5,2,0,600,72550,0.667866387,0.917018316,0.957986465,0.782111,0.682111,4
44,1,6150,0,2,6,3,1,2900,71550,0.885314286,0.975332196,0.942549272,0.89567,0.79567,3
48,0,4025,0,5,2,7,1,1700,83750,0.731842857,0.93718576,0.849387894,0.664663,0.864663,7
48,1,3280,7,7,2,1,1,1450,88550,0.627410084,0.89672742,0.646846717,0.643653,0.443653,9
46,0,2592,6,1,2,3,0,1150,80350,0.838768908,0.955142306,0.877257158,0.665027,0.565027,5
29,0,2725,0,7,8,4,1,400,73050,0.512028571,0.923707129,0.615268112,0.293435,0.393435,10
38,1,4105,0,2,4,8,1,1200,71100,0.654646218,0.854226522,0.661169825,0.493813,0.493813,4
41,0,5295,0,6,2,7,1,800,57300,0.675177311,0.887726701,0.481209853,0.765692,0.565692,4
48,0,3770,0,5,2,5,0,1900,83850,0.74527479,0.869893607,0.565282274,0.557062,0.557062,10
40,0,3545,4,2,1,4,0,400,66850,0.75830084,0.846291973,0.681036836,0.631361,0.631361,5
50,0,2505,0,3,2,4,1,1100,76850,0.679163025,0.851903394,0.871618274,0.714343,0.614343,4
58,1,4680,0,2,5,3,1,400,95900,0.821905882,0.867716376,0.829022026,0.861019,0.561019,5
23,0,3075,0,2,2,3,0,900,61050,0.767523529,0.975320973,0.876555506,0.7959,0.6959,8
49,1,3020,6,4,1,6,1,1200,66100,0.806017647,0.880005387,0.669706016,0.816185,0.616185,3
50,0,3700,0,2,2,1,1,500,2800,0.467041176,0.809312713,0.621840535,0.462823,0.462823,16
39,1,5035,0,4,4,2,1,400,31200,0.71550084,0.929329772,0.924387616,0.845904,0.645904,13
34,0,3955,0,4,3,2,1,500,43500,0.737018487,0.929273658,0.856961455,0.609633,0.509633,10
58,1,5185,0,3,2,3,1,1900,76850,0.804984034,0.967521099,0.926566159,0.428247,0.528247,4
45,0,1690,1,6,7,4,1,600,62750,0.510994958,0.946253816,0.610109261,0.574146,0.574146,5
27,0,3255,0,5,6,2,1,350,64450,0.690418487,0.752008888,0.694262971,0.449308,0.649308,4
33,1,1575,0,2,2,3,1,500,67400,0.619515966,0.859703268,0.682197128,0.623984,0.523984,3
54,0,2190,3,0,1,4,0,800,57000,0.685380672,0.882171395,0.747051993,0.7039,0.6039,5
